phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,3.6734,-1.297258,0.099745,0.000,1.994908,0.1000
exp,3.6775,-1.296859,0.099745,0.000,1.994908,0.1000
exp,3.6870,-1.296460,0.099745,0.000,1.994908,0.1000
exp,3.7003,-1.296061,0.099745,0.000,1.994908,0.1000
exp,3.7137,-1.295263,0.099745,0.000,1.994908,0.1000
exp,3.7269,-1.294864,0.099745,0.000,1.994908,0.1000
exp,3.7417,-1.294066,0.099745,0.000,1.994908,0.1000
exp,3.7528,-1.293667,0.099745,0.000,1.994908,0.1000
exp,3.7589,-1.292869,0.099745,0.000,1.994908,0.1000
exp,3.7689,-1.292470,0.099745,0.000,1.994908,0.1000
exp,3.7801,-1.292071,0.099745,0.000,1.994908,0.1000
exp,3.7934,-1.290874,0.099745,0.000,1.994908,0.1000
exp,3.8068,-1.290874,0.099745,0.000,1.994908,0.1000
exp,3.8198,-1.290475,0.099745,0.000,1.994908,0.1000
exp,3.8345,-1.289677,0.099745,0.000,1.994908,0.1000
exp,3.8473,-1.289278,0.099745,0.000,1.994908,0.1000
exp,3.8609,-1.288480,0.099745,0.000,1.994909,0.1000
exp,3.8752,-1.286485,0.099745,0.000,1.994909,0.1000
exp,3.8791,-1.286086,0.099745,0.000,1.994909,0.1000
exp,3.8872,-1.285687,0.099745,0.000,1.994908,0.1000
exp,3.9012,-1.284091,0.099745,0.000,1.994909,0.1000
exp,3.9141,-1.282894,0.099745,0.000,1.994908,0.1000
exp,3.9169,-1.282495,0.099745,0.000,1.994909,0.1000
exp,3.9273,-1.282495,0.099745,0.000,1.994909,0.1000
exp,3.9407,-1.281298,0.099745,0.000,1.994909,0.1000
exp,3.9539,-1.280899,0.099745,0.000,1.994908,0.1000
exp,3.9579,-1.280500,0.099745,0.000,1.994909,0.1000
exp,3.9678,-1.280500,0.099745,0.000,1.994908,0.1000
exp,3.9803,-1.279703,0.099745,0.000,1.994908,0.1000
exp,3.9939,-1.278905,0.099745,0.000,1.994909,0.1000
exp,3.9976,-1.278506,0.099745,0.000,1.994908,0.1000
exp,4.0071,-1.278506,0.099745,0.000,1.994908,0.1000
exp,4.0195,-1.277708,0.099745,0.000,1.994908,0.1000
exp,4.0334,-1.277309,0.099745,0.000,1.994908,0.1000
exp,4.0468,-1.276910,0.099745,0.000,1.994908,0.1000
exp,4.0596,-1.276112,0.099745,0.000,1.994908,0.1000
exp,4.0739,-1.275314,0.099745,0.000,1.994908,0.1000
exp,4.0772,-1.274915,0.099745,0.000,1.994908,0.1000
exp,4.0879,-1.274516,0.099745,0.000,1.994908,0.1000
exp,4.1004,-1.273718,0.099745,0.000,1.994908,0.1000
exp,4.1132,-1.273319,0.099745,0.000,1.994908,0.1000
exp,4.1181,-1.273319,0.099745,0.000,1.994909,0.1000
exp,4.1269,-1.272920,0.099745,0.000,1.994908,0.1000
exp,4.1414,-1.272122,0.099745,0.000,1.994908,0.1000
exp,4.1560,-1.271324,0.099745,0.000,1.994908,0.1000
exp,4.1664,-1.271324,0.099745,0.000,1.994909,0.1000
exp,4.1677,-1.270925,0.099745,0.000,1.994908,0.1000
